Method_FQDN;Declared_vars;NoDDe;DDe_vars;DDe_features;NoADe;ADe_vars;ADe_features;Has_dependencies
charproc.CheckBufPtrs;screen;0;;;0;;;0
misc.hide_vt_window;;0;;;0;;;0
fontutils.HandleLoadVTFonts;empty, xw, screen, buf, myName, convert, myClass, n, font_number, GCC_UNUSED, w;0;;;0;;;0
misc.make_colored_cursor;screen, c, dpy, cursorindex, bg, fg;0;;;0;;;0
trace.LineClrFlag;ld, flag;0;;;0;;;0
misc.oppositeColor;n;4;n;Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_HIGHLIGHT_COLOR, Mandatory<->OPT_HIGHLIGHT_COLOR;0;;;1
util.DamagedCurCells;screen, klp, krp, n;0;;;0;;;0
xutf8.Xutf8TextListToTextProperty;proto, nbytes, i, buf, arg, count, style, list, text_prop, dpy;0;;;0;;;0
Tekproc.TekRepaint;tw;0;;;0;;;0
util.extract_fg;fg, color, flags, xw;0;;;0;;;0
print.printLine;screen, inx, ld, attr, ch, last, col, fb, fg, bg, cs, last_cs, p, chr, xw, row;22;screen, p, fg, ld, col, xw, bg, cs;Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS;4;screen, p, print_attributes;Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_PRINT_COLORS, Mandatory<->OPT_WIDE_CHARS;1
input.xtermParamToState;result, xw, param;16;param, xw, result;Mandatory<->OPT_NUM_LOCK, Mandatory<->OPT_NUM_LOCK, Mandatory<->OPT_NUM_LOCK, Mandatory<->OPT_NUM_LOCK, Mandatory<->OPT_NUM_LOCK, Mandatory<->OPT_NUM_LOCK, Mandatory<->OPT_NUM_LOCK, Mandatory<->OPT_NUM_LOCK, Mandatory<->OPT_NUM_LOCK, Mandatory<->OPT_NUM_LOCK, Mandatory<->OPT_NUM_LOCK, Mandatory<->OPT_NUM_LOCK, Mandatory<->OPT_NUM_LOCK, Mandatory<->OPT_NUM_LOCK, Mandatory<->OPT_NUM_LOCK, Mandatory<->OPT_NUM_LOCK;0;;;1
charproc.ToggleCursorBlink;screen;0;;;0;;;0
button.HandleStartExtend;xw, num_params, params, event, w;0;;;0;;;0
charproc.VTDestroy;xw, screen, n, last, GCC_UNUSED;36;screen, xw, n;NO_LEAKS<->OPT_FIFO_LINES, NO_LEAKS<->OPT_FIFO_LINES, NO_LEAKS<->OPT_LUIT_PROG, NO_LEAKS<->OPT_LUIT_PROG, NO_LEAKS<->OPT_INPUT_METHOD, NO_LEAKS<->NO_ACTIVE_ICON, NO_LEAKS<->NO_ACTIVE_ICON, NO_LEAKS<->OPT_TOOLBAR, NO_LEAKS<->OPT_RENDERFONT, NO_LEAKS<->OPT_RENDERFONT, NO_LEAKS<->OPT_RENDERFONT, NO_LEAKS<->OPT_RENDERFONT, NO_LEAKS<->OPT_RENDERFONT, NO_LEAKS<->OPT_RENDERFONT, NO_LEAKS<->OPT_RENDERFONT, NO_LEAKS<->OPT_RENDERFONT, NO_LEAKS<->OPT_RENDERFONT, NO_LEAKS<->OPT_RENDERFONT, NO_LEAKS<->OPT_RENDERWIDE, NO_LEAKS<->OPT_RENDERWIDE, NO_LEAKS<->OPT_RENDERWIDE, NO_LEAKS<->OPT_RENDERWIDE, NO_LEAKS<->OPT_RENDERWIDE, NO_LEAKS<->OPT_RENDERWIDE, NO_LEAKS<->OPT_RENDERWIDE, NO_LEAKS<->OPT_RENDERWIDE, NO_LEAKS<->OPT_RENDERWIDE, NO_LEAKS<->ALLOWLOGGING, NO_LEAKS<->OPT_WIDE_CHARS, NO_LEAKS<->OPT_LUIT_PROG, NO_LEAKS<->OPT_LUIT_PROG, NO_LEAKS<->OPT_RENDERFONT, NO_LEAKS<->OPT_RENDERFONT, NO_LEAKS<->OPT_SELECT_REGEX, NO_LEAKS<->OPT_SELECT_REGEX, NO_LEAKS<->OPT_SELECT_REGEX;3;screen, n;NO_LEAKS<->OPT_FIFO_LINES, NO_LEAKS<->OPT_RENDERFONT, NO_LEAKS<->OPT_SELECT_REGEX;1
resize.main;env, ptr, emu, shell, pw, i, rows, cols, tio, tio, sg, ok_tcap, termcap, newtc, buf, ts, name_of_tty, tmpbuf, ENVP_ARG, argc;64;name_of_tty, tio, ts, rows, cols, emu, ptr, i;Mandatory<->CANT_OPEN_DEV_TTY, defined(USE_TERMIOS)<->USE_ANY_SYSV_TERMIO, defined(USE_TERMIOS)<->USE_ANY_SYSV_TERMIO, defined(USE_TERMIOS)<->USE_ANY_SYSV_TERMIO, defined(USE_TERMIOS)<->USE_ANY_SYSV_TERMIO, defined(USE_TERMIOS)<->USE_ANY_SYSV_TERMIO, defined(USE_TERMIOS)<->USE_ANY_SYSV_TERMIO, defined(USE_TERMIOS)<->USE_ANY_SYSV_TERMIO, TTYSIZE_STRUCT<->defined(USE_STRUCT_TTYSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_TTYSIZE), Mandatory<->defined(USE_STRUCT_TTYSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_TTYSIZE), Mandatory<->defined(USE_STRUCT_TTYSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_TTYSIZE), Mandatory<->defined(USE_STRUCT_WINSIZE), Mandatory<->defined(USE_STRUCT_WINSIZE), Mandatory<->defined(USE_STRUCT_WINSIZE), Mandatory<->defined(USE_STRUCT_WINSIZE), Mandatory<->defined(USE_STRUCT_WINSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_WINSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_WINSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_WINSIZE), Mandatory<->defined(USE_STRUCT_WINSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_WINSIZE), Mandatory<->defined(USE_STRUCT_WINSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_WINSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_WINSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_WINSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_WINSIZE), Mandatory<->defined(USE_STRUCT_WINSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_WINSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_WINSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_WINSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_WINSIZE), Mandatory<->defined(USE_STRUCT_WINSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_WINSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_WINSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_WINSIZE), Mandatory<->defined(USE_STRUCT_WINSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_WINSIZE), Mandatory<->defined(USE_STRUCT_WINSIZE), TTYSIZE_STRUCT<->defined(USE_STRUCT_WINSIZE), Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMINFO, Mandatory<->USE_TERMINFO, Mandatory<->USE_TERMINFO, Mandatory<->USE_TERMINFO;16;name_of_tty, shell_type, SHELL_BOURNE, emu, buf, ts, tty, ptr;CANT_OPEN_DEV_TTY<->Mandatory, Mandatory<->USE_TERMCAP, USE_TERMCAP<->USE_TERMINFO, Mandatory<->USE_TERMINFO, Mandatory<->defined(USE_STRUCT_WINSIZE), Mandatory<->defined(USE_STRUCT_WINSIZE), Mandatory<->defined(USE_STRUCT_WINSIZE), defined(USE_STRUCT_TTYSIZE)<->defined(USE_STRUCT_WINSIZE), defined(USE_STRUCT_TTYSIZE)<->defined(USE_STRUCT_WINSIZE), defined(USE_STRUCT_TTYSIZE)<->defined(USE_STRUCT_WINSIZE), defined(USE_STRUCT_TTYSIZE)<->defined(USE_STRUCT_WINSIZE), defined(USE_STRUCT_TTYSIZE)<->defined(USE_STRUCT_WINSIZE), defined(USE_STRUCT_TTYSIZE)<->defined(USE_STRUCT_WINSIZE), Mandatory<->USE_TERMCAP, Mandatory<->USE_TERMCAP, USE_TERMCAP<->Mandatory;1
util.horizontal_copy_area;screen, ld, src_x, src_y, amount, nchars, xw, firstchar;0;;;0;;;0
vms.tt_echo_ast;status, buff_addr;0;;;0;;;0
charproc.VTClassInit;;0;;;0;;;0
misc.xtermBell;screen, tony, percent, xw, which;6;xw, which, screen, percent;Mandatory<->defined(HAVE_XKB_BELL_EXT), Mandatory<->defined(HAVE_XKB_BELL_EXT), Mandatory<->defined(HAVE_XKB_BELL_EXT), Mandatory<->defined(HAVE_XKB_BELL_EXT), Mandatory<->defined(HAVE_XKB_BELL_EXT), Mandatory<->defined(HAVE_XKB_BELL_EXT);3;xw, which;Mandatory<->defined(HAVE_XKB_BELL_EXT), Mandatory<->defined(HAVE_XKB_BELL_EXT), defined(HAVE_XKB_BELL_EXT)<->Mandatory;1
misc.UpdateOldColors;i, GCC_UNUSED, pNew;0;;;0;;;0
os2main.pty_search;namebuf, fd, pty;1;pty;Mandatory<->PTYDEBUG;0;;;1
main.HsSysError2;error;0;;;0;;;0
misc.AllocateTermColor;result, def, screen, cmap, newName, always, ndx, xw, pNew, name;0;;;0;;;0
misc.ReportAnsiColorRequest;color, cmap, buffer, final, xw, colornum;0;;;0;;;0
Tekproc.HandleGINInput;xw, tw, tekscr, c, GCC_UNUSED, param_list, nparamsp, w;0;;;0;;;0
os2main.ConvertConsoleSelection;GCC_UNUSED;0;;;0;;;0
menu.HandleSoftReset;GCC_UNUSED, w;0;;;0;;;0
menu.update_autowrap;;0;;;0;;;0
doublechr.discard_font;screen, data, xw, n;0;;;0;;;0
charproc.reset_SGR_Foreground;xw;0;;;0;;;0
button.MapSelections;result, j, map, screen, mapTo, num_params, params, xw;0;;;0;;;0
menu.do_tekhide;GCC_UNUSED;0;;;0;;;0
charproc.noleaks_charproc;;0;;;0;;;0
Tekproc.TCursorToggle;xw, tekscr, screen, c, x, y, cellwidth, cellheight, tw, toggle;0;;;0;;;0
trace.LineSetFlag;ld, flag;0;;;0;;;0
menu.HandlePrintScreen;GCC_UNUSED;0;;;0;;;0
os2main.nonblocking_wait;pid;0;;;0;;;0
resize.checkdigits;str;0;;;0;;;0
os2main.die_callback;GCC_UNUSED;0;;;0;;;0
charproc.bitcpy;q, p, mask;0;;;0;;;0
button.EditorButton;screen, pty, line, row, col, button, count, changed, xw, event;2;xw, count;Mandatory<->OPT_SCO_FUNC_KEYS, Mandatory<->OPT_SCO_FUNC_KEYS;1;xw;Mandatory<->OPT_SCO_FUNC_KEYS;1
scrollbar.ToggleScrollBar;screen, xw;0;;;0;;;0
input.addTranslation;have, need, fromString, toString, xw;0;;;0;;;0
button.columnToCell;ld, last, cell, screen, col, row;0;;;0;;;0
misc.xtermGetColorRes;result, res, xw;0;;;0;;;0
misc.xtermEnvLocale;result;0;;;0;;;0
Tekproc.TekConfigure;tw, xw, tekscr, screen, border, d, w;0;;;0;;;0
menu.update_jumpscroll;;0;;;0;;;0
fontutils.xtermOpenXft;screen, dpy, match, status, result, tag, pat, xw, name;0;;;0;;;0
input.IsEditFunctionKey;keysym;0;;;0;;;0
os2main.Version;;0;;;0;;;0
menu.do_alt_esc;GCC_UNUSED;0;;;0;;;0
trace.standard_option;table, n, temp, opt;0;;;0;;;0
fontutils.SetVTFont;screen, myfonts, oldFont, fonts, xw, which, doresize;0;;;0;;;0
charsets.xtermCharSetOut;s, screen, count, rightset, eight, seven, cs, chr, leftset, buf, xw, ptr;8;screen, s, chr, seven;Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS;3;screen, s;Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS, Mandatory<->OPT_WIDE_CHARS;1
xstrings.x_strtrim;result, s, d, t, source;0;;;0;;;0
testxmc.Resolve_XMC;screen, ld, changed, start, my_attrs, row, col, xw;0;;;0;;;0
util.vertical_copy_area;screen, src_x, src_y, nlines, amount, xw, firstline;0;;;0;;;0
menu.update_font_loadable;;0;;;0;;;0
cursor.set_cur_row;screen, value;0;;;0;;;0
util.InsertChar;screen, ld, limit, row, col, xw, n;4;ld, col, screen, n;Mandatory<->OPT_DEC_CHRSET, Mandatory<->OPT_DEC_CHRSET, Mandatory<->OPT_DEC_CHRSET, Mandatory<->OPT_DEC_CHRSET;1;ld;Mandatory<->OPT_DEC_CHRSET;1
util.ChangeColors;repaint, screen, win, fg, bg, tekscr, tekwin, xw, pNew;25;pNew, screen, repaint, xw;Mandatory<->OPT_HIGHLIGHT_COLOR, Mandatory<->OPT_HIGHLIGHT_COLOR, Mandatory<->OPT_HIGHLIGHT_COLOR, Mandatory<->OPT_HIGHLIGHT_COLOR, Mandatory<->OPT_HIGHLIGHT_COLOR, Mandatory<->OPT_HIGHLIGHT_COLOR, Mandatory<->OPT_HIGHLIGHT_COLOR, Mandatory<->OPT_HIGHLIGHT_COLOR, Mandatory<->OPT_HIGHLIGHT_COLOR, Mandatory<->OPT_HIGHLIGHT_COLOR, Mandatory<->OPT_HIGHLIGHT_COLOR, Mandatory<->OPT_HIGHLIGHT_COLOR, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014;8;pNew, xw, COLOR_DEFINED;Mandatory<->OPT_HIGHLIGHT_COLOR, Mandatory<->OPT_HIGHLIGHT_COLOR, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014;1
scrollbar.params_to_pixels;mult, s, modifier, screen, params, n;0;;;0;;;0
trace.Trace;trace_out, ap, name, fmt;0;;;0;;;0
Tekproc.TekReverseVideo;xw, screen, tekscr, i, tmp, gcv, tw;0;;;0;;;0
resize.Usage;;0;;;0;;;0
menu.update_sun_kbd;;0;;;0;;;0
button.DECtoASCII;ch;0;;;0;;;0
misc.xevents;xw, screen, event, input_mask;1;input_mask;Mandatory<->OPT_SESSION_MGT;1;input_mask;Mandatory<->OPT_SESSION_MGT;1
input.stripBlanks;ch, base, last;0;;;0;;;0
